uid,label,chi,start,end 
sim_355_0,1,"[[  0. 326. 790.]
 [  1. 326. 790.]
 [  2. 327. 791.]
 ...
 [298. 550. 808.]
 [299. 548. 812.]
 [300. 547. 816.]]",[326. 790.],[547. 816.]
sim_355_1,1,"[[40.  3.  2.]
 [41.  6.  5.]
 [42. 10.  8.]
 ...
 [77.  5. 68.]
 [78.  2. 71.]
 [79.  1. 75.]]",[3. 2.],[ 1. 75.]
sim_355_2,1,"[[ 95.  82.   3.]
 [ 96.  84.   8.]
 [ 97.  86.  13.]
 ...
 [298. 441. 212.]
 [299. 440. 209.]
 [300. 437. 207.]]",[82.  3.],[437. 207.]
sim_355_3,1,"[[  0. 330.  86.]
 [  1. 331.  86.]
 [  2. 334.  86.]
 ...
 [298. 901. 611.]
 [299. 900. 612.]
 [300. 900. 615.]]",[330.  86.],[900. 615.]
sim_355_4,1,"[[0.000e+00 6.490e+02 1.015e+03]
 [1.000e+00 6.500e+02 1.017e+03]
 [2.000e+00 6.520e+02 1.018e+03]
 ...
 [1.200e+01 6.630e+02 1.022e+03]
 [1.300e+01 6.650e+02 1.022e+03]
 [1.400e+01 6.660e+02 1.023e+03]]",[ 649. 1015.],[ 666. 1023.]
sim_355_5,1,"[[  0. 634. 347.]
 [  1. 634. 351.]
 [  2. 635. 353.]
 ...
 [298. 735. 836.]
 [299. 735. 839.]
 [300. 735. 843.]]",[634. 347.],[735. 843.]
sim_355_6,1,"[[ 16.  26.   1.]
 [ 17.  32.   4.]
 [ 18.  37.   6.]
 ...
 [298. 135. 519.]
 [299. 131. 519.]
 [300. 126. 518.]]",[26.  1.],[126. 518.]
sim_355_7,1,"[[ 47. 298.   3.]
 [ 48. 299.   5.]
 [ 49. 301.   7.]
 ...
 [298. 342. 288.]
 [299. 344. 288.]
 [300. 344. 288.]]",[298.   3.],[344. 288.]
sim_355_8,1,"[[142. 149.   2.]
 [143. 151.   4.]
 [144. 151.   4.]
 ...
 [298. 112. 274.]
 [299. 113. 277.]
 [300. 112. 281.]]",[149.   2.],[112. 281.]
sim_355_9,1,"[[138.   2. 595.]
 [139.   6. 598.]
 [140.   9. 601.]
 ...
 [298.  68. 729.]
 [299.  69. 732.]
 [300.  69. 734.]]",[  2. 595.],[ 69. 734.]
sim_355_10,1,"[[  0. 107. 204.]
 [  1. 106. 204.]
 [  2. 104. 203.]
 ...
 [113.   9. 223.]
 [114.   5. 228.]
 [115.   1. 230.]]",[107. 204.],[  1. 230.]
sim_355_11,1,"[[0.000e+00 6.230e+02 8.530e+02]
 [1.000e+00 6.240e+02 8.550e+02]
 [2.000e+00 6.250e+02 8.560e+02]
 ...
 [1.080e+02 7.890e+02 1.015e+03]
 [1.090e+02 7.910e+02 1.019e+03]
 [1.100e+02 7.930e+02 1.023e+03]]",[623. 853.],[ 793. 1023.]
sim_355_12,1,"[[0.000e+00 9.750e+02 7.080e+02]
 [1.000e+00 9.760e+02 7.110e+02]
 [2.000e+00 9.770e+02 7.130e+02]
 ...
 [1.500e+01 1.007e+03 7.240e+02]
 [1.600e+01 1.013e+03 7.250e+02]
 [1.700e+01 1.019e+03 7.260e+02]]",[975. 708.],[1019.  726.]
sim_355_13,1,"[[  0. 292. 120.]
 [  1. 292. 123.]
 [  2. 293. 127.]
 ...
 [298. 203. 111.]
 [299. 203. 107.]
 [300. 201. 104.]]",[292. 120.],[201. 104.]
sim_355_14,1,"[[0.000e+00 9.180e+02 5.870e+02]
 [1.000e+00 9.200e+02 5.900e+02]
 [2.000e+00 9.220e+02 5.930e+02]
 ...
 [2.800e+01 1.018e+03 6.450e+02]
 [2.900e+01 1.021e+03 6.440e+02]
 [3.000e+01 1.023e+03 6.450e+02]]",[918. 587.],[1023.  645.]
sim_355_15,1,"[[  0. 740. 239.]
 [  1. 742. 241.]
 [  2. 743. 242.]
 ...
 [298. 941. 790.]
 [299. 940. 791.]
 [300. 939. 793.]]",[740. 239.],[939. 793.]
sim_355_16,1,"[[0.000e+00 8.990e+02 3.070e+02]
 [1.000e+00 9.000e+02 3.070e+02]
 [2.000e+00 9.010e+02 3.090e+02]
 ...
 [4.500e+01 1.006e+03 3.300e+02]
 [4.600e+01 1.012e+03 3.320e+02]
 [4.700e+01 1.020e+03 3.340e+02]]",[899. 307.],[1020.  334.]
sim_355_17,1,"[[  0. 630. 283.]
 [  1. 630. 284.]
 [  2. 631. 286.]
 ...
 [298. 870. 283.]
 [299. 870. 285.]
 [300. 873. 288.]]",[630. 283.],[873. 288.]
sim_355_18,1,"[[0.000e+00 5.610e+02 7.540e+02]
 [1.000e+00 5.610e+02 7.560e+02]
 [2.000e+00 5.620e+02 7.570e+02]
 ...
 [2.370e+02 7.170e+02 1.016e+03]
 [2.380e+02 7.180e+02 1.019e+03]
 [2.390e+02 7.190e+02 1.024e+03]]",[561. 754.],[ 719. 1024.]
sim_355_19,1,"[[  0. 564. 152.]
 [  1. 567. 153.]
 [  2. 570. 154.]
 ...
 [298. 950. 480.]
 [299. 949. 480.]
 [300. 946. 480.]]",[564. 152.],[946. 480.]
sim_355_20,1,"[[  0.  61. 482.]
 [  1.  63. 483.]
 [  2.  63. 484.]
 ...
 [298. 454. 877.]
 [299. 454. 877.]
 [300. 453. 879.]]",[ 61. 482.],[453. 879.]
sim_355_21,1,"[[  0. 128.  40.]
 [  1. 131.  41.]
 [  2. 133.  41.]
 ...
 [298. 511. 563.]
 [299. 513. 565.]
 [300. 515. 565.]]",[128.  40.],[515. 565.]
sim_355_22,1,"[[0.000e+00 7.900e+02 9.420e+02]
 [1.000e+00 7.910e+02 9.440e+02]
 [2.000e+00 7.930e+02 9.450e+02]
 ...
 [1.600e+02 9.320e+02 1.016e+03]
 [1.610e+02 9.320e+02 1.020e+03]
 [1.620e+02 9.320e+02 1.022e+03]]",[790. 942.],[ 932. 1022.]
sim_355_23,1,"[[  0. 139. 343.]
 [  1. 140. 346.]
 [  2. 142. 349.]
 ...
 [ 93.   5. 315.]
 [ 94.   3. 316.]
 [ 95.   1. 317.]]",[139. 343.],[  1. 317.]
sim_355_24,1,"[[ 54.   2.  84.]
 [ 55.   3.  86.]
 [ 56.   7.  89.]
 ...
 [ 80.   8. 155.]
 [ 81.   5. 158.]
 [ 82.   2. 160.]]",[ 2. 84.],[  2. 160.]
sim_355_25,1,"[[ 48.   0. 111.]
 [ 49.   2. 111.]
 [ 50.   5. 112.]
 ...
 [167.  41.   8.]
 [168.  39.   5.]
 [169.  35.   1.]]",[  0. 111.],[35.  1.]
sim_355_26,1,"[[0.000e+00 6.710e+02 5.810e+02]
 [1.000e+00 6.720e+02 5.820e+02]
 [2.000e+00 6.740e+02 5.830e+02]
 ...
 [2.000e+02 9.920e+02 1.014e+03]
 [2.010e+02 9.930e+02 1.016e+03]
 [2.020e+02 9.960e+02 1.021e+03]]",[671. 581.],[ 996. 1021.]
sim_355_27,1,"[[135.   0. 677.]
 [136.   1. 677.]
 [137.   3. 676.]
 ...
 [298. 201. 964.]
 [299. 202. 966.]
 [300. 204. 967.]]",[  0. 677.],[204. 967.]
sim_355_28,1,"[[  0.  81. 711.]
 [  1.  81. 712.]
 [  2.  82. 714.]
 ...
 [298. 402. 798.]
 [299. 405. 797.]
 [300. 407. 795.]]",[ 81. 711.],[407. 795.]
sim_355_29,1,"[[  0. 460. 634.]
 [  1. 460. 635.]
 [  2. 460. 636.]
 ...
 [298. 971. 845.]
 [299. 972. 848.]
 [300. 974. 851.]]",[460. 634.],[974. 851.]
sim_355_30,1,"[[216. 991.   0.]
 [217. 991.   6.]
 [218. 989.  12.]
 ...
 [298. 878. 122.]
 [299. 880. 124.]
 [300. 881. 126.]]",[991.   0.],[881. 126.]
sim_355_31,0,"[[0.000e+00 9.430e+02 1.070e+02]
 [1.000e+00 9.440e+02 1.080e+02]
 [2.000e+00 9.460e+02 1.090e+02]
 ...
 [7.800e+01 1.022e+03 1.840e+02]
 [7.900e+01 1.022e+03 1.860e+02]
 [8.000e+01 1.023e+03 1.860e+02]]",[943. 107.],[1023.  186.]
sim_355_32,0,"[[ 68.   1. 677.]
 [ 69.   2. 678.]
 [ 70.   3. 679.]
 ...
 [298. 238. 912.]
 [299. 239. 913.]
 [300. 240. 914.]]",[  1. 677.],[240. 914.]
sim_355_33,0,"[[0.000e+00 8.650e+02 9.830e+02]
 [1.000e+00 8.660e+02 9.850e+02]
 [2.000e+00 8.670e+02 9.850e+02]
 ...
 [3.500e+01 8.980e+02 1.020e+03]
 [3.600e+01 8.990e+02 1.022e+03]
 [3.700e+01 9.000e+02 1.024e+03]]",[865. 983.],[ 900. 1024.]
sim_355_34,0,"[[0.000e+00 6.800e+02 9.260e+02]
 [1.000e+00 6.810e+02 9.270e+02]
 [2.000e+00 6.820e+02 9.280e+02]
 ...
 [9.200e+01 7.700e+02 1.022e+03]
 [9.300e+01 7.710e+02 1.023e+03]
 [9.400e+01 7.720e+02 1.024e+03]]",[680. 926.],[ 772. 1024.]
sim_355_35,0,"[[0.000e+00 6.790e+02 9.930e+02]
 [1.000e+00 6.800e+02 9.950e+02]
 [2.000e+00 6.810e+02 9.960e+02]
 ...
 [2.900e+01 7.070e+02 1.021e+03]
 [3.000e+01 7.090e+02 1.022e+03]
 [3.100e+01 7.100e+02 1.024e+03]]",[679. 993.],[ 710. 1024.]
sim_355_36,0,"[[0.000e+00 7.310e+02 5.880e+02]
 [1.000e+00 7.320e+02 5.890e+02]
 [2.000e+00 7.340e+02 5.900e+02]
 ...
 [2.940e+02 1.021e+03 8.720e+02]
 [2.950e+02 1.023e+03 8.730e+02]
 [2.960e+02 1.023e+03 8.750e+02]]",[731. 588.],[1023.  875.]
sim_355_37,0,"[[  0. 518.  22.]
 [  1. 520.  24.]
 [  2. 521.  24.]
 ...
 [298. 825. 324.]
 [299. 826. 324.]
 [300. 827. 326.]]",[518.  22.],[827. 326.]
sim_355_38,0,"[[0.000e+00 9.200e+02 2.000e+02]
 [1.000e+00 9.210e+02 2.000e+02]
 [2.000e+00 9.220e+02 2.020e+02]
 ...
 [9.400e+01 1.021e+03 2.920e+02]
 [9.500e+01 1.023e+03 2.930e+02]
 [9.600e+01 1.024e+03 2.950e+02]]",[920. 200.],[1024.  295.]
sim_355_39,0,"[[  0. 207. 648.]
 [  1. 208. 649.]
 [  2. 208. 651.]
 ...
 [298. 511. 957.]
 [299. 512. 957.]
 [300. 513. 958.]]",[207. 648.],[513. 958.]
sim_355_40,0,"[[0.000e+00 2.990e+02 7.640e+02]
 [1.000e+00 3.000e+02 7.660e+02]
 [2.000e+00 3.010e+02 7.670e+02]
 ...
 [2.450e+02 5.580e+02 1.021e+03]
 [2.460e+02 5.580e+02 1.022e+03]
 [2.470e+02 5.600e+02 1.023e+03]]",[299. 764.],[ 560. 1023.]
sim_355_41,0,"[[ 96.   0. 456.]
 [ 97.   1. 456.]
 [ 98.   2. 458.]
 ...
 [298. 204. 655.]
 [299. 205. 656.]
 [300. 207. 657.]]",[  0. 456.],[207. 657.]
sim_355_42,0,"[[0.000e+00 9.830e+02 6.580e+02]
 [1.000e+00 9.840e+02 6.600e+02]
 [2.000e+00 9.840e+02 6.610e+02]
 ...
 [3.600e+01 1.021e+03 6.950e+02]
 [3.700e+01 1.022e+03 6.960e+02]
 [3.800e+01 1.023e+03 6.970e+02]]",[983. 658.],[1023.  697.]
sim_355_43,0,"[[  0. 552. 272.]
 [  1. 553. 273.]
 [  2. 554. 274.]
 ...
 [298. 854. 571.]
 [299. 855. 572.]
 [300. 856. 572.]]",[552. 272.],[856. 572.]
sim_355_44,0,"[[0.000e+00 8.020e+02 9.710e+02]
 [1.000e+00 8.030e+02 9.720e+02]
 [2.000e+00 8.040e+02 9.730e+02]
 ...
 [5.000e+01 8.500e+02 1.020e+03]
 [5.100e+01 8.510e+02 1.021e+03]
 [5.200e+01 8.520e+02 1.023e+03]]",[802. 971.],[ 852. 1023.]
sim_355_45,0,"[[  0. 452. 624.]
 [  1. 454. 625.]
 [  2. 455. 626.]
 ...
 [298. 750. 929.]
 [299. 751. 930.]
 [300. 752. 932.]]",[452. 624.],[752. 932.]
sim_355_46,0,"[[0.000e+00 8.940e+02 9.250e+02]
 [1.000e+00 8.950e+02 9.260e+02]
 [2.000e+00 8.960e+02 9.280e+02]
 ...
 [1.010e+02 9.900e+02 1.022e+03]
 [1.020e+02 9.910e+02 1.023e+03]
 [1.030e+02 9.910e+02 1.023e+03]]",[894. 925.],[ 991. 1023.]
sim_355_47,0,"[[0.000e+00 1.820e+02 9.010e+02]
 [1.000e+00 1.820e+02 9.020e+02]
 [2.000e+00 1.830e+02 9.040e+02]
 ...
 [1.200e+02 2.990e+02 1.021e+03]
 [1.210e+02 3.010e+02 1.022e+03]
 [1.220e+02 3.020e+02 1.023e+03]]",[182. 901.],[ 302. 1023.]
sim_355_48,0,"[[  0. 501. 190.]
 [  1. 501. 191.]
 [  2. 502. 192.]
 ...
 [298. 797. 484.]
 [299. 797. 485.]
 [300. 798. 486.]]",[501. 190.],[798. 486.]
sim_355_49,0,"[[ 72.   1. 357.]
 [ 73.   2. 357.]
 [ 74.   4. 358.]
 ...
 [298. 224. 583.]
 [299. 225. 584.]
 [300. 226. 585.]]",[  1. 357.],[226. 585.]
sim_355_50,0,"[[0.000e+00 7.120e+02 5.600e+01]
 [1.000e+00 7.120e+02 5.700e+01]
 [2.000e+00 7.130e+02 5.800e+01]
 ...
 [2.980e+02 1.021e+03 3.500e+02]
 [2.990e+02 1.021e+03 3.510e+02]
 [3.000e+02 1.022e+03 3.520e+02]]",[712.  56.],[1022.  352.]
sim_355_51,0,"[[ 27.   0. 661.]
 [ 28.   1. 662.]
 [ 29.   3. 663.]
 ...
 [298. 270. 929.]
 [299. 271. 929.]
 [300. 273. 931.]]",[  0. 661.],[273. 931.]
sim_355_52,0,"[[  0. 117. 205.]
 [  1. 118. 206.]
 [  2. 120. 207.]
 ...
 [298. 420. 492.]
 [299. 422. 493.]
 [300. 423. 493.]]",[117. 205.],[423. 493.]
sim_355_53,0,"[[0.000e+00 5.220e+02 8.810e+02]
 [1.000e+00 5.230e+02 8.820e+02]
 [2.000e+00 5.250e+02 8.830e+02]
 ...
 [1.420e+02 6.640e+02 1.021e+03]
 [1.430e+02 6.660e+02 1.022e+03]
 [1.440e+02 6.670e+02 1.023e+03]]",[522. 881.],[ 667. 1023.]
sim_355_54,0,"[[0.000e+00 1.005e+03 6.930e+02]
 [1.000e+00 1.006e+03 6.940e+02]
 [2.000e+00 1.008e+03 6.950e+02]
 ...
 [1.600e+01 1.021e+03 7.080e+02]
 [1.700e+01 1.022e+03 7.090e+02]
 [1.800e+01 1.023e+03 7.100e+02]]",[1005.  693.],[1023.  710.]
sim_355_55,0,"[[0.000e+00 3.150e+02 7.370e+02]
 [1.000e+00 3.160e+02 7.390e+02]
 [2.000e+00 3.170e+02 7.390e+02]
 ...
 [2.830e+02 6.030e+02 1.021e+03]
 [2.840e+02 6.050e+02 1.022e+03]
 [2.850e+02 6.050e+02 1.023e+03]]",[315. 737.],[ 605. 1023.]
sim_355_56,0,"[[0.000e+00 5.310e+02 7.990e+02]
 [1.000e+00 5.320e+02 8.010e+02]
 [2.000e+00 5.330e+02 8.020e+02]
 ...
 [2.140e+02 7.450e+02 1.021e+03]
 [2.150e+02 7.450e+02 1.022e+03]
 [2.160e+02 7.470e+02 1.023e+03]]",[531. 799.],[ 747. 1023.]
sim_355_57,0,"[[  0. 599. 214.]
 [  1. 600. 215.]
 [  2. 600. 217.]
 ...
 [298. 887. 517.]
 [299. 888. 518.]
 [300. 890. 519.]]",[599. 214.],[890. 519.]
sim_355_58,0,"[[  0.  92. 264.]
 [  1.  93. 265.]
 [  2.  94. 265.]
 ...
 [298. 381. 561.]
 [299. 382. 562.]
 [300. 383. 562.]]",[ 92. 264.],[383. 562.]
sim_355_59,0,"[[0.000e+00 8.680e+02 9.550e+02]
 [1.000e+00 8.680e+02 9.570e+02]
 [2.000e+00 8.690e+02 9.580e+02]
 ...
 [6.700e+01 9.330e+02 1.021e+03]
 [6.800e+01 9.340e+02 1.023e+03]
 [6.900e+01 9.350e+02 1.024e+03]]",[868. 955.],[ 935. 1024.]
sim_355_60,0,"[[  0. 382. 589.]
 [  1. 383. 589.]
 [  2. 383. 589.]
 ...
 [298. 694. 887.]
 [299. 695. 888.]
 [300. 696. 889.]]",[382. 589.],[696. 889.]
sim_355_61,0,"[[  0. 458. 362.]
 [  1. 460. 363.]
 [  2. 460. 363.]
 ...
 [298. 742. 663.]
 [299. 744. 664.]
 [300. 745. 664.]]",[458. 362.],[745. 664.]
sim_355_62,0,"[[0.000e+00 9.350e+02 8.860e+02]
 [1.000e+00 9.360e+02 8.870e+02]
 [2.000e+00 9.370e+02 8.880e+02]
 ...
 [9.200e+01 1.021e+03 9.750e+02]
 [9.300e+01 1.023e+03 9.760e+02]
 [9.400e+01 1.024e+03 9.780e+02]]",[935. 886.],[1024.  978.]
sim_355_63,0,"[[ 82.  92.   0.]
 [ 83.  92.   0.]
 [ 84.  93.   2.]
 ...
 [298. 310. 214.]
 [299. 311. 215.]
 [300. 312. 216.]]",[92.  0.],[312. 216.]
sim_355_64,0,"[[143. 772.   1.]
 [144. 773.   2.]
 [145. 773.   3.]
 ...
 [298. 919. 160.]
 [299. 919. 161.]
 [300. 921. 161.]]",[772.   1.],[921. 161.]
sim_355_65,0,"[[0.000e+00 9.190e+02 8.520e+02]
 [1.000e+00 9.200e+02 8.530e+02]
 [2.000e+00 9.220e+02 8.540e+02]
 ...
 [9.600e+01 1.020e+03 9.450e+02]
 [9.700e+01 1.022e+03 9.460e+02]
 [9.800e+01 1.023e+03 9.460e+02]]",[919. 852.],[1023.  946.]
sim_356_0,1,"[[0.000e+00 9.290e+02 7.870e+02]
 [1.000e+00 9.300e+02 7.870e+02]
 [2.000e+00 9.320e+02 7.870e+02]
 ...
 [2.350e+02 1.018e+03 8.700e+02]
 [2.360e+02 1.020e+03 8.720e+02]
 [2.370e+02 1.022e+03 8.730e+02]]",[929. 787.],[1022.  873.]
sim_356_1,1,"[[  0. 195. 446.]
 [  1. 196. 450.]
 [  2. 195. 455.]
 ...
 [298. 453. 614.]
 [299. 456. 614.]
 [300. 460. 613.]]",[195. 446.],[460. 613.]
sim_356_2,1,"[[0.000e+00 4.550e+02 9.310e+02]
 [1.000e+00 4.570e+02 9.320e+02]
 [2.000e+00 4.580e+02 9.340e+02]
 ...
 [3.100e+01 4.190e+02 1.017e+03]
 [3.200e+01 4.160e+02 1.019e+03]
 [3.300e+01 4.130e+02 1.022e+03]]",[455. 931.],[ 413. 1022.]
sim_356_3,1,"[[  0. 790. 116.]
 [  1. 791. 116.]
 [  2. 791. 116.]
 ...
 [298. 888. 626.]
 [299. 891. 627.]
 [300. 896. 627.]]",[790. 116.],[896. 627.]
sim_356_4,1,"[[0.000e+00 6.590e+02 8.060e+02]
 [1.000e+00 6.590e+02 8.070e+02]
 [2.000e+00 6.600e+02 8.070e+02]
 ...
 [1.780e+02 1.014e+03 9.840e+02]
 [1.790e+02 1.017e+03 9.860e+02]
 [1.800e+02 1.021e+03 9.870e+02]]",[659. 806.],[1021.  987.]
sim_356_5,1,"[[  0. 419. 417.]
 [  1. 420. 418.]
 [  2. 422. 418.]
 ...
 [298. 651. 817.]
 [299. 656. 814.]
 [300. 661. 809.]]",[419. 417.],[661. 809.]
sim_356_6,1,"[[0.000e+00 3.300e+02 8.990e+02]
 [1.000e+00 3.320e+02 8.990e+02]
 [2.000e+00 3.340e+02 9.010e+02]
 ...
 [5.000e+01 4.280e+02 1.020e+03]
 [5.100e+01 4.260e+02 1.021e+03]
 [5.200e+01 4.240e+02 1.023e+03]]",[330. 899.],[ 424. 1023.]
sim_356_7,1,"[[0.000e+00 9.790e+02 5.270e+02]
 [1.000e+00 9.790e+02 5.270e+02]
 [2.000e+00 9.800e+02 5.280e+02]
 ...
 [8.100e+01 1.018e+03 6.630e+02]
 [8.200e+01 1.020e+03 6.670e+02]
 [8.300e+01 1.023e+03 6.710e+02]]",[979. 527.],[1023.  671.]
sim_356_8,1,"[[  0. 520. 851.]
 [  1. 521. 851.]
 [  2. 523. 851.]
 ...
 [298. 603. 904.]
 [299. 605. 904.]
 [300. 607. 902.]]",[520. 851.],[607. 902.]
sim_356_9,1,"[[0.000e+00 9.460e+02 4.410e+02]
 [1.000e+00 9.450e+02 4.430e+02]
 [2.000e+00 9.460e+02 4.470e+02]
 ...
 [3.500e+01 1.018e+03 5.580e+02]
 [3.600e+01 1.020e+03 5.580e+02]
 [3.700e+01 1.023e+03 5.590e+02]]",[946. 441.],[1023.  559.]
sim_356_10,1,"[[  0.  74. 365.]
 [  1.  75. 366.]
 [  2.  77. 368.]
 ...
 [298. 300. 693.]
 [299. 298. 694.]
 [300. 298. 694.]]",[ 74. 365.],[298. 694.]
sim_356_11,1,"[[  0. 228. 254.]
 [  1. 230. 258.]
 [  2. 232. 259.]
 ...
 [298. 394. 509.]
 [299. 395. 509.]
 [300. 396. 511.]]",[228. 254.],[396. 511.]
sim_356_12,1,"[[1.700e+02 1.000e+00 1.020e+03]
 [1.710e+02 1.000e+00 1.021e+03]
 [1.720e+02 5.000e+00 1.024e+03]]",[1.00e+00 1.02e+03],[   5. 1024.]
sim_356_13,1,"[[0.000e+00 8.570e+02 8.550e+02]
 [1.000e+00 8.570e+02 8.560e+02]
 [2.000e+00 8.550e+02 8.560e+02]
 ...
 [7.500e+01 7.610e+02 1.010e+03]
 [7.600e+01 7.620e+02 1.017e+03]
 [7.700e+01 7.620e+02 1.022e+03]]",[857. 855.],[ 762. 1022.]
sim_356_14,1,"[[ 80.   0. 412.]
 [ 81.   3. 411.]
 [ 82.   7. 410.]
 ...
 [298. 399. 608.]
 [299. 398. 610.]
 [300. 397. 611.]]",[  0. 412.],[397. 611.]
sim_356_15,1,"[[171. 412.   0.]
 [172. 415.   1.]
 [173. 421.   2.]
 ...
 [298. 614.  73.]
 [299. 617.  73.]
 [300. 620.  73.]]",[412.   0.],[620.  73.]
sim_356_16,1,"[[0.000e+00 4.610e+02 9.550e+02]
 [1.000e+00 4.630e+02 9.550e+02]
 [2.000e+00 4.660e+02 9.540e+02]
 ...
 [1.080e+02 3.970e+02 1.018e+03]
 [1.090e+02 3.970e+02 1.020e+03]
 [1.100e+02 3.970e+02 1.022e+03]]",[461. 955.],[ 397. 1022.]
sim_356_17,1,"[[  0.  41. 303.]
 [  1.  43. 304.]
 [  2.  48. 305.]
 ...
 [298. 473. 597.]
 [299. 473. 600.]
 [300. 474. 602.]]",[ 41. 303.],[474. 602.]
sim_356_18,1,"[[133. 144.   1.]
 [134. 147.   4.]
 [135. 151.   8.]
 ...
 [298. 588. 256.]
 [299. 589. 254.]
 [300. 589. 252.]]",[144.   1.],[589. 252.]
sim_356_19,1,"[[  0. 452.  62.]
 [  1. 452.  61.]
 [  2. 452.  61.]
 ...
 [ 69. 603.  11.]
 [ 70. 605.   7.]
 [ 71. 605.   2.]]",[452.  62.],[605.   2.]
sim_356_20,1,"[[  0. 648.  68.]
 [  1. 649.  69.]
 [  2. 651.  72.]
 ...
 [298. 631. 350.]
 [299. 631. 353.]
 [300. 630. 356.]]",[648.  68.],[630. 356.]
sim_356_21,1,"[[0.000e+00 9.420e+02 9.660e+02]
 [1.000e+00 9.440e+02 9.670e+02]
 [2.000e+00 9.450e+02 9.680e+02]
 ...
 [5.700e+01 9.790e+02 1.018e+03]
 [5.800e+01 9.840e+02 1.021e+03]
 [5.900e+01 9.870e+02 1.023e+03]]",[942. 966.],[ 987. 1023.]
sim_356_22,1,"[[165.   1. 336.]
 [166.   2. 334.]
 [167.   5. 335.]
 ...
 [298. 193. 529.]
 [299. 189. 532.]
 [300. 186. 534.]]",[  1. 336.],[186. 534.]
sim_356_23,1,"[[125.   4. 224.]
 [126.   8. 226.]
 [127.  12. 227.]
 ...
 [159.   4. 277.]
 [160.   4. 279.]
 [161.   2. 282.]]",[  4. 224.],[  2. 282.]
sim_356_24,1,"[[  0. 504. 258.]
 [  1. 503. 258.]
 [  2. 503. 258.]
 ...
 [298. 604. 445.]
 [299. 605. 444.]
 [300. 606. 444.]]",[504. 258.],[606. 444.]
sim_356_25,1,"[[ 48.   2. 429.]
 [ 49.   5. 432.]
 [ 50.   6. 435.]
 ...
 [ 64.   7. 426.]
 [ 65.   4. 422.]
 [ 66.   1. 420.]]",[  2. 429.],[  1. 420.]
sim_356_26,1,"[[  0. 554. 878.]
 [  1. 555. 878.]
 [  2. 557. 878.]
 ...
 [298. 747. 828.]
 [299. 746. 825.]
 [300. 747. 821.]]",[554. 878.],[747. 821.]
sim_356_27,1,"[[  0.   8. 185.]
 [  1.   8. 186.]
 [  2.   8. 188.]
 ...
 [298. 194. 854.]
 [299. 194. 855.]
 [300. 194. 856.]]",[  8. 185.],[194. 856.]
sim_356_28,1,"[[  0. 193. 496.]
 [  1. 194. 496.]
 [  2. 196. 496.]
 ...
 [298. 458. 742.]
 [299. 458. 742.]
 [300. 457. 742.]]",[193. 496.],[457. 742.]
sim_356_29,1,"[[0.000e+00 6.560e+02 8.730e+02]
 [1.000e+00 6.560e+02 8.740e+02]
 [2.000e+00 6.560e+02 8.750e+02]
 ...
 [1.160e+02 6.570e+02 1.019e+03]
 [1.170e+02 6.570e+02 1.021e+03]
 [1.180e+02 6.560e+02 1.023e+03]]",[656. 873.],[ 656. 1023.]
sim_356_30,1,"[[0.000e+00 6.820e+02 6.790e+02]
 [1.000e+00 6.830e+02 6.810e+02]
 [2.000e+00 6.850e+02 6.830e+02]
 ...
 [1.870e+02 1.016e+03 9.520e+02]
 [1.880e+02 1.019e+03 9.530e+02]
 [1.890e+02 1.022e+03 9.530e+02]]",[682. 679.],[1022.  953.]
sim_356_31,1,"[[  0.  77. 231.]
 [  1.  77. 232.]
 [  2.  78. 234.]
 ...
 [298. 423. 646.]
 [299. 425. 646.]
 [300. 427. 645.]]",[ 77. 231.],[427. 645.]
sim_356_32,1,"[[  0. 244. 230.]
 [  1. 244. 232.]
 [  2. 243. 233.]
 ...
 [298. 399. 476.]
 [299. 399. 476.]
 [300. 398. 477.]]",[244. 230.],[398. 477.]
sim_356_33,1,"[[ 24.  51.   1.]
 [ 25.  54.   6.]
 [ 26.  57.  11.]
 ...
 [298. 345. 184.]
 [299. 344. 182.]
 [300. 343. 183.]]",[51.  1.],[343. 183.]
sim_356_34,1,"[[  0.  33. 192.]
 [  1.  35. 194.]
 [  2.  37. 195.]
 ...
 [298. 503. 544.]
 [299. 505. 547.]
 [300. 507. 550.]]",[ 33. 192.],[507. 550.]
sim_356_35,0,"[[  0. 375. 339.]
 [  1. 377. 340.]
 [  2. 378. 341.]
 ...
 [298. 676. 650.]
 [299. 677. 652.]
 [300. 678. 653.]]",[375. 339.],[678. 653.]
sim_356_36,0,"[[0.000e+00 8.580e+02 1.830e+02]
 [1.000e+00 8.580e+02 1.840e+02]
 [2.000e+00 8.590e+02 1.850e+02]
 ...
 [1.610e+02 1.021e+03 3.370e+02]
 [1.620e+02 1.022e+03 3.380e+02]
 [1.630e+02 1.023e+03 3.400e+02]]",[858. 183.],[1023.  340.]
sim_356_37,0,"[[ 70. 259.   0.]
 [ 71. 260.   1.]
 [ 72. 261.   2.]
 ...
 [298. 485. 224.]
 [299. 485. 224.]
 [300. 485. 225.]]",[259.   0.],[485. 225.]
sim_356_38,0,"[[0.000e+00 7.500e+01 7.170e+02]
 [1.000e+00 7.600e+01 7.180e+02]
 [2.000e+00 7.700e+01 7.190e+02]
 ...
 [2.980e+02 3.750e+02 1.012e+03]
 [2.990e+02 3.760e+02 1.013e+03]
 [3.000e+02 3.770e+02 1.014e+03]]",[ 75. 717.],[ 377. 1014.]
